date,source,title,description,url,ticker,source_type,full_text,text,auto_label,label
2025-12-08T13:00:24+00:00,Google News,Confluent stock soars 29% as IBM announces $11 billion acquisition deal - cnbc.com,"<ol><li><a href=""https://news.google.com/rss/articles/CBMibEFVX3lxTE41azVMREdFcDJITTk3NTFzNUZEam83VzVpSDRHT0xrNEIySXNVZHlCMUJUdlFibUEzLXc3eWlBN3FHdWpJTnBHWnR3aFdQZ1FXeUl0d1lKTmNPbVZ2ZENrRUdNanc0VXQ2OGdGedIBckFVX3lxTE41dUZ6S2Z3U3htRTk0djJsemlOX1VSNDBNWkZ5X1l1MTZzbTdMc2wwWERHaDBELU9xWXZKMUJjN1dmSGc1WE5iX2VZUU52RXA4S3ZQblFuRmtUV29aLWx2bENMZFQ1LXNNUFNKbGx4R1ZJdw?oc=5"" target=""_blank"">Confluent stock soars 29% as IBM announces $11 billion acquisition deal</a>&nbsp;&nbsp;<font color=""#6f6f6f"">cnbc.com</font></li><li><a href=""https://news.google.com/rss/articles/CBMisAFBVV95cUxQTWNkdTFLeHpMOTFjVkVDdFNZVGpXcHpmdjZCQkR4NTR5UkNaVVJBbmZWSHFCa1NLQ2RyUkpLd0FTbnBGWEctR21pclZTSzJlR2Q1M1NQTElVazZzWW5BTnlYZ01TYlN2UjltUWFGaFhwa0pkRGJqa2d5WVNoN1Ayc1RFdzZHdWc1aFc4ZGJGLW9BYUtVWDM3VXZtU0hfN2NkVEZqT0EySG51em81TUZ4Tw?oc=5"" target=""_blank"">IBM accelerates cloud drive with $11 billion Confluent deal as AI demand booms</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font></li><li><a href=""https://news.google.com/rss/articles/CBMigwFBVV95cUxOOXVKR0JxemZRMEVxd0tnclFscnduTEhMS3NEZ3kyMFFRNnZ6RmE3NTJjcDJ1bmZHUE1MQzRYQzNON3NST0ZtV3NKcUE2Z2E5R3RsV0Q3SDJWeXY2SUZwWGpYWWdkTU14YWhyXzJuR3hOTUtJTktpX3RwWkdnVy1fN2M4QQ?oc=5"" target=""_blank"">Here's why IBM is buying Confluent</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font></li></ol>",https://news.google.com/rss/articles/CBMibEFVX3lxTE41azVMREdFcDJITTk3NTFzNUZEam83VzVpSDRHT0xrNEIySXNVZHlCMUJUdlFibUEzLXc3eWlBN3FHdWpJTnBHWnR3aFdQZ1FXeUl0d1lKTmNPbVZ2ZENrRUdNanc0VXQ2OGdGedIBckFVX3lxTE41dUZ6S2Z3U3htRTk0djJsemlOX1VSNDBNWkZ5X1l1MTZzbTdMc2wwWERHaDBELU9xWXZKMUJjN1dmSGc1WE5iX2VZUU52RXA4S3ZQblFuRmtUV29aLWx2bENMZFQ1LXNNUFNKbGx4R1ZJdw?oc=5,IBM,google_rss,,"Confluent stock soars 29% as IBM announces $11 billion acquisition deal - cnbc.com <ol><li><a href=""https://news.google.com/rss/articles/CBMibEFVX3lxTE41azVMREdFcDJITTk3NTFzNUZEam83VzVpSDRHT0xrNEIySXNVZHlCMUJUdlFibUEzLXc3eWlBN3FHdWpJTnBHWnR3aFdQZ1FXeUl0d1lKTmNPbVZ2ZENrRUdNanc0VXQ2OGdGedIBckFVX3lxTE41dUZ6S2Z3U3htRTk0djJsemlOX1VSNDBNWkZ5X1l1MTZzbTdMc2wwWERHaDBELU9xWXZKMUJjN1dmSGc1WE5iX2VZUU52RXA4S3ZQblFuRmtUV29aLWx2bENMZFQ1LXNNUFNKbGx4R1ZJdw?oc=5"" target=""_blank"">Confluent stock soars 29% as IBM announces $11 billion acquisition deal</a>&nbsp;&nbsp;<font color=""#6f6f6f"">cnbc.com</font></li><li><a href=""https://news.google.com/rss/articles/CBMisAFBVV95cUxQTWNkdTFLeHpMOTFjVkVDdFNZVGpXcHpmdjZCQkR4NTR5UkNaVVJBbmZWSHFCa1NLQ2RyUkpLd0FTbnBGWEctR21pclZTSzJlR2Q1M1NQTElVazZzWW5BTnlYZ01TYlN2UjltUWFGaFhwa0pkRGJqa2d5WVNoN1Ayc1RFdzZHdWc1aFc4ZGJGLW9BYUtVWDM3VXZtU0hfN2NkVEZqT0EySG51em81TUZ4Tw?oc=5"" target=""_blank"">IBM accelerates cloud drive with $11 billion Confluent deal as AI demand booms</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font></li><li><a href=""https://news.google.com/rss/articles/CBMigwFBVV95cUxOOXVKR0JxemZRMEVxd0tnclFscnduTEhMS3NEZ3kyMFFRNnZ6RmE3NTJjcDJ1bmZHUE1MQzRYQzNON3NST0ZtV3NKcUE2Z2E5R3RsV0Q3SDJWeXY2SUZwWGpYWWdkTU14YWhyXzJuR3hOTUtJTktpX3RwWkdnVy1fN2M4QQ?oc=5"" target=""_blank"">Here's why IBM is buying Confluent</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font></li></ol>",optimistic,optimistic
2025-12-08T20:15:00+00:00,Google News,IBM puts its media account into review - Ad Age,"<a href=""https://news.google.com/rss/articles/CBMieEFVX3lxTE9iaEVDXzAwY0FmdjB4c2ZSRjJGX1NDMlRRNl9EWXJfZnk0Sk1Ja0JubjlIa1Z4WHN0cHk3eEhsa0RvMEQySUJuRTZlc1VpQ3B4S0NhaHp3OEJROUN6M05SUHJmRUx1d0JrM2dBVzl3RGtjbjEyMHlNcw?oc=5"" target=""_blank"">IBM puts its media account into review</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Ad Age</font>",https://news.google.com/rss/articles/CBMieEFVX3lxTE9iaEVDXzAwY0FmdjB4c2ZSRjJGX1NDMlRRNl9EWXJfZnk0Sk1Ja0JubjlIa1Z4WHN0cHk3eEhsa0RvMEQySUJuRTZlc1VpQ3B4S0NhaHp3OEJROUN6M05SUHJmRUx1d0JrM2dBVzl3RGtjbjEyMHlNcw?oc=5,IBM,google_rss,,"IBM puts its media account into review - Ad Age <a href=""https://news.google.com/rss/articles/CBMieEFVX3lxTE9iaEVDXzAwY0FmdjB4c2ZSRjJGX1NDMlRRNl9EWXJfZnk0Sk1Ja0JubjlIa1Z4WHN0cHk3eEhsa0RvMEQySUJuRTZlc1VpQ3B4S0NhaHp3OEJROUN6M05SUHJmRUx1d0JrM2dBVzl3RGtjbjEyMHlNcw?oc=5"" target=""_blank"">IBM puts its media account into review</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Ad Age</font>",macro_noise,macro_noise
2025-12-10T14:13:00+00:00,Google News,How Quantum Computing Could Put IBM Stock Back on Top Again - Barron's,"<a href=""https://news.google.com/rss/articles/CBMijANBVV95cUxOYjZvbDFBeHVWS1pGcjQxOUx2cVlVSmc3S041OWlaM2FJSjZRZ25yM1NtOHpqZFJyQkZnMjcxc0d0TTBQeVpOd1hBWDhWVWlrV3ZUOFZjby1TeldXY0JwNnlyZGo0alc5N0xIVlpjWjEzN2U5bGRqYzhyR2lVSGVCMktNUVR4TlgzNjRJemFhS0hZZ0hIS1JXVnhmVld2bU91bk9pOTk0MHp3dnlMSVlpMGcwTnZhWVBtSVBrRGtsZ3RKQ3pUcEpmbVZZRUR1d3QtVi1FWm5BczZWRi1uSFM3T1RNN1d5N2J5V1JabzVIbXVMQ3plcC1MOF8yX1RMUFR3UGNNSWFaOGlQdkgySVllUGVfTzJkbXRMYkNWX2NGVUdDOGNZVU01RlIxdy1XSGFwQUxiWmprdEstUVBkejAyLVVjTXBIOW11aUtDXzFzWFNhZGJaSG1JRU1BZG1Hekh6VmZlOGZYUXNmaXpVa3VTN2tMak9rNVdqMDRjUzhPdGwtUnJVUWw0bFluUW8?oc=5"" target=""_blank"">How Quantum Computing Could Put IBM Stock Back on Top Again</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Barron's</font>",https://news.google.com/rss/articles/CBMijANBVV95cUxOYjZvbDFBeHVWS1pGcjQxOUx2cVlVSmc3S041OWlaM2FJSjZRZ25yM1NtOHpqZFJyQkZnMjcxc0d0TTBQeVpOd1hBWDhWVWlrV3ZUOFZjby1TeldXY0JwNnlyZGo0alc5N0xIVlpjWjEzN2U5bGRqYzhyR2lVSGVCMktNUVR4TlgzNjRJemFhS0hZZ0hIS1JXVnhmVld2bU91bk9pOTk0MHp3dnlMSVlpMGcwTnZhWVBtSVBrRGtsZ3RKQ3pUcEpmbVZZRUR1d3QtVi1FWm5BczZWRi1uSFM3T1RNN1d5N2J5V1JabzVIbXVMQ3plcC1MOF8yX1RMUFR3UGNNSWFaOGlQdkgySVllUGVfTzJkbXRMYkNWX2NGVUdDOGNZVU01RlIxdy1XSGFwQUxiWmprdEstUVBkejAyLVVjTXBIOW11aUtDXzFzWFNhZGJaSG1JRU1BZG1Hekh6VmZlOGZYUXNmaXpVa3VTN2tMak9rNVdqMDRjUzhPdGwtUnJVUWw0bFluUW8?oc=5,IBM,google_rss,,"How Quantum Computing Could Put IBM Stock Back on Top Again - Barron's <a href=""https://news.google.com/rss/articles/CBMijANBVV95cUxOYjZvbDFBeHVWS1pGcjQxOUx2cVlVSmc3S041OWlaM2FJSjZRZ25yM1NtOHpqZFJyQkZnMjcxc0d0TTBQeVpOd1hBWDhWVWlrV3ZUOFZjby1TeldXY0JwNnlyZGo0alc5N0xIVlpjWjEzN2U5bGRqYzhyR2lVSGVCMktNUVR4TlgzNjRJemFhS0hZZ0hIS1JXVnhmVld2bU91bk9pOTk0MHp3dnlMSVlpMGcwTnZhWVBtSVBrRGtsZ3RKQ3pUcEpmbVZZRUR1d3QtVi1FWm5BczZWRi1uSFM3T1RNN1d5N2J5V1JabzVIbXVMQ3plcC1MOF8yX1RMUFR3UGNNSWFaOGlQdkgySVllUGVfTzJkbXRMYkNWX2NGVUdDOGNZVU01RlIxdy1XSGFwQUxiWmprdEstUVBkejAyLVVjTXBIOW11aUtDXzFzWFNhZGJaSG1JRU1BZG1Hekh6VmZlOGZYUXNmaXpVa3VTN2tMak9rNVdqMDRjUzhPdGwtUnJVUWw0bFluUW8?oc=5"" target=""_blank"">How Quantum Computing Could Put IBM Stock Back on Top Again</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Barron's</font>",neutral_corporate,neutral_corporate
2025-12-09T11:29:00+00:00,Google News,IBM recasts Riyadh Air as 'AI native' in expanded deal - theregister.com,"<a href=""https://news.google.com/rss/articles/CBMiZEFVX3lxTE1oQ0lILVFFdFBmNmZMZEZCY2xjTFZZdGlDbXJRVWVwWmRPSmc3ZTN1cUdUN3gxbVRBdWQzNkdoZHFXa1VqcDE5RkR2azdxZVVGamh6MXhUdGNlUE4tSjAxSE84YWc?oc=5"" target=""_blank"">IBM recasts Riyadh Air as 'AI native' in expanded deal</a>&nbsp;&nbsp;<font color=""#6f6f6f"">theregister.com</font>",https://news.google.com/rss/articles/CBMiZEFVX3lxTE1oQ0lILVFFdFBmNmZMZEZCY2xjTFZZdGlDbXJRVWVwWmRPSmc3ZTN1cUdUN3gxbVRBdWQzNkdoZHFXa1VqcDE5RkR2azdxZVVGamh6MXhUdGNlUE4tSjAxSE84YWc?oc=5,IBM,google_rss,,"IBM recasts Riyadh Air as 'AI native' in expanded deal - theregister.com <a href=""https://news.google.com/rss/articles/CBMiZEFVX3lxTE1oQ0lILVFFdFBmNmZMZEZCY2xjTFZZdGlDbXJRVWVwWmRPSmc3ZTN1cUdUN3gxbVRBdWQzNkdoZHFXa1VqcDE5RkR2azdxZVVGamh6MXhUdGNlUE4tSjAxSE84YWc?oc=5"" target=""_blank"">IBM recasts Riyadh Air as 'AI native' in expanded deal</a>&nbsp;&nbsp;<font color=""#6f6f6f"">theregister.com</font>",neutral_corporate,neutral_corporate
2025-12-09T03:44:06+00:00,Google News,IBM puts $330-mn global media account into review; WPP media not defending - Exchange4Media,"<a href=""https://news.google.com/rss/articles/CBMizAFBVV95cUxNRXVxV3Q1TnNVc3dLSTgwYXFKOFl4MVc3SzFxZHRXNzBTSFhuRkh6VEQ5ZXJEdG83X2FJM2w0dHhtajVxSTN1ZTF6dk1LV2kwS2ZZMUhvRURHUjIyS1l4aW1TMkxUbWItZ0k4N1FPaWdvbkdTaG81VGVPeG9IbUtPQnJQZHdtMXU1YWx1eU9LUWNSWTNUOHNiRzdtMDZtWlZFa25JSms3Tzl0cm5kYmVPWmFhWGpGRE12b192YmJuY0U0OTZDdk96UDdzd1o?oc=5"" target=""_blank"">IBM puts $330-mn global media account into review; WPP media not defending</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Exchange4Media</font>",https://news.google.com/rss/articles/CBMizAFBVV95cUxNRXVxV3Q1TnNVc3dLSTgwYXFKOFl4MVc3SzFxZHRXNzBTSFhuRkh6VEQ5ZXJEdG83X2FJM2w0dHhtajVxSTN1ZTF6dk1LV2kwS2ZZMUhvRURHUjIyS1l4aW1TMkxUbWItZ0k4N1FPaWdvbkdTaG81VGVPeG9IbUtPQnJQZHdtMXU1YWx1eU9LUWNSWTNUOHNiRzdtMDZtWlZFa25JSms3Tzl0cm5kYmVPWmFhWGpGRE12b192YmJuY0U0OTZDdk96UDdzd1o?oc=5,IBM,google_rss,,"IBM puts $330-mn global media account into review; WPP media not defending - Exchange4Media <a href=""https://news.google.com/rss/articles/CBMizAFBVV95cUxNRXVxV3Q1TnNVc3dLSTgwYXFKOFl4MVc3SzFxZHRXNzBTSFhuRkh6VEQ5ZXJEdG83X2FJM2w0dHhtajVxSTN1ZTF6dk1LV2kwS2ZZMUhvRURHUjIyS1l4aW1TMkxUbWItZ0k4N1FPaWdvbkdTaG81VGVPeG9IbUtPQnJQZHdtMXU1YWx1eU9LUWNSWTNUOHNiRzdtMDZtWlZFa25JSms3Tzl0cm5kYmVPWmFhWGpGRE12b192YmJuY0U0OTZDdk96UDdzd1o?oc=5"" target=""_blank"">IBM puts $330-mn global media account into review; WPP media not defending</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Exchange4Media</font>",macro_noise,macro_noise
2025-12-09T22:45:39+00:00,Google News,IBM Creates New AI Tool that Helps Fix Code - TipRanks,"<a href=""https://news.google.com/rss/articles/CBMifkFVX3lxTFBjaVpFXzFvUjVPZ08yU2RQejF1R3J1V2ZHZFFPMGFqT0lhUFQ5REZwNk9XOVhCa1N6QzNodXBoVEZ4ejB3eGVsMmduWk5qQ3pHM05zSnctMi1kZXdCMEZLUzNMaWZESjEyR2NxVUZVQXhaeHlNOFZJOGRkeExwUQ?oc=5"" target=""_blank"">IBM Creates New AI Tool that Helps Fix Code</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TipRanks</font>",https://news.google.com/rss/articles/CBMifkFVX3lxTFBjaVpFXzFvUjVPZ08yU2RQejF1R3J1V2ZHZFFPMGFqT0lhUFQ5REZwNk9XOVhCa1N6QzNodXBoVEZ4ejB3eGVsMmduWk5qQ3pHM05zSnctMi1kZXdCMEZLUzNMaWZESjEyR2NxVUZVQXhaeHlNOFZJOGRkeExwUQ?oc=5,IBM,google_rss,,"IBM Creates New AI Tool that Helps Fix Code - TipRanks <a href=""https://news.google.com/rss/articles/CBMifkFVX3lxTFBjaVpFXzFvUjVPZ08yU2RQejF1R3J1V2ZHZFFPMGFqT0lhUFQ5REZwNk9XOVhCa1N6QzNodXBoVEZ4ejB3eGVsMmduWk5qQ3pHM05zSnctMi1kZXdCMEZLUzNMaWZESjEyR2NxVUZVQXhaeHlNOFZJOGRkeExwUQ?oc=5"" target=""_blank"">IBM Creates New AI Tool that Helps Fix Code</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TipRanks</font>",neutral_corporate,neutral_corporate
2025-12-08T09:30:00+00:00,Google News,How IBM Reinvented Itself With AI - Newsweek,"<a href=""https://news.google.com/rss/articles/CBMifkFVX3lxTE5pMUN4VmI5RE1xVlhDeU04UnI3bURvTlpWeDlSWnJzSHJqWVVZU29nbWFqRDk5LUZjYlZuakIybG1jRG8tMjZ6Rlg3WGs1eG1qNjcyYzFvR1ZoV3hMZUgtanNTYVUxT2ZmZG9rWXlUZWJRSFUycXdZVnFXS1lPQQ?oc=5"" target=""_blank"">How IBM Reinvented Itself With AI</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Newsweek</font>",https://news.google.com/rss/articles/CBMifkFVX3lxTE5pMUN4VmI5RE1xVlhDeU04UnI3bURvTlpWeDlSWnJzSHJqWVVZU29nbWFqRDk5LUZjYlZuakIybG1jRG8tMjZ6Rlg3WGs1eG1qNjcyYzFvR1ZoV3hMZUgtanNTYVUxT2ZmZG9rWXlUZWJRSFUycXdZVnFXS1lPQQ?oc=5,IBM,google_rss,,"How IBM Reinvented Itself With AI - Newsweek <a href=""https://news.google.com/rss/articles/CBMifkFVX3lxTE5pMUN4VmI5RE1xVlhDeU04UnI3bURvTlpWeDlSWnJzSHJqWVVZU29nbWFqRDk5LUZjYlZuakIybG1jRG8tMjZ6Rlg3WGs1eG1qNjcyYzFvR1ZoV3hMZUgtanNTYVUxT2ZmZG9rWXlUZWJRSFUycXdZVnFXS1lPQQ?oc=5"" target=""_blank"">How IBM Reinvented Itself With AI</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Newsweek</font>",neutral_corporate,neutral_corporate
2025-12-08T14:07:00+00:00,Google News,IBM buys data streaming platform Confluent in $11 billion deal - AP News,"<a href=""https://news.google.com/rss/articles/CBMihgFBVV95cUxNNnY1ZzZKTnQtbmNUeU9DSUs2aEtMSDZlWUg4WXpsRW1fbzRLSmtMOC1tZEt3cUhFWVc1NlhUR0lnR2FuNUhKbWJQMlQtN0ZiZ3lEcGpXRDVGX0xQNjQ3SDdnbmJBZWZXanFtVW5WWjFpVnpIVkIxNWVCSDJVdDBhXzczMHRHZw?oc=5"" target=""_blank"">IBM buys data streaming platform Confluent in $11 billion deal</a>&nbsp;&nbsp;<font color=""#6f6f6f"">AP News</font>",https://news.google.com/rss/articles/CBMihgFBVV95cUxNNnY1ZzZKTnQtbmNUeU9DSUs2aEtMSDZlWUg4WXpsRW1fbzRLSmtMOC1tZEt3cUhFWVc1NlhUR0lnR2FuNUhKbWJQMlQtN0ZiZ3lEcGpXRDVGX0xQNjQ3SDdnbmJBZWZXanFtVW5WWjFpVnpIVkIxNWVCSDJVdDBhXzczMHRHZw?oc=5,IBM,google_rss,,"IBM buys data streaming platform Confluent in $11 billion deal - AP News <a href=""https://news.google.com/rss/articles/CBMihgFBVV95cUxNNnY1ZzZKTnQtbmNUeU9DSUs2aEtMSDZlWUg4WXpsRW1fbzRLSmtMOC1tZEt3cUhFWVc1NlhUR0lnR2FuNUhKbWJQMlQtN0ZiZ3lEcGpXRDVGX0xQNjQ3SDdnbmJBZWZXanFtVW5WWjFpVnpIVkIxNWVCSDJVdDBhXzczMHRHZw?oc=5"" target=""_blank"">IBM buys data streaming platform Confluent in $11 billion deal</a>&nbsp;&nbsp;<font color=""#6f6f6f"">AP News</font>",macro_noise,macro_noise
2025-12-02T08:00:00+00:00,Google News,IBM CEO says there is 'no way' spending trillions on AI data centers will pay off at today's infrastructure costs - Business Insider,"<a href=""https://news.google.com/rss/articles/CBMijwFBVV95cUxNTGRfbUV0U1k1YU1mRG5YR2ttQXh5M21VM3lSRFRjUlZvaW1CaEdka2VXaHdGWmdCbUV5dU5SeW9hOVQ4dnFuV0JUUFVQY1dtS2FXbnIyMUVmQjdRZWZHZjRnWGNUWTNEMk5JV2xPTlJwcTZqUmpERV91aDBUZHlXQW9FUzgwRktKT2N3OUIzRQ?oc=5"" target=""_blank"">IBM CEO says there is 'no way' spending trillions on AI data centers will pay off at today's infrastructure costs</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Business Insider</font>",https://news.google.com/rss/articles/CBMijwFBVV95cUxNTGRfbUV0U1k1YU1mRG5YR2ttQXh5M21VM3lSRFRjUlZvaW1CaEdka2VXaHdGWmdCbUV5dU5SeW9hOVQ4dnFuV0JUUFVQY1dtS2FXbnIyMUVmQjdRZWZHZjRnWGNUWTNEMk5JV2xPTlJwcTZqUmpERV91aDBUZHlXQW9FUzgwRktKT2N3OUIzRQ?oc=5,IBM,google_rss,,"IBM CEO says there is 'no way' spending trillions on AI data centers will pay off at today's infrastructure costs - Business Insider <a href=""https://news.google.com/rss/articles/CBMijwFBVV95cUxNTGRfbUV0U1k1YU1mRG5YR2ttQXh5M21VM3lSRFRjUlZvaW1CaEdka2VXaHdGWmdCbUV5dU5SeW9hOVQ4dnFuV0JUUFVQY1dtS2FXbnIyMUVmQjdRZWZHZjRnWGNUWTNEMk5JV2xPTlJwcTZqUmpERV91aDBUZHlXQW9FUzgwRktKT2N3OUIzRQ?oc=5"" target=""_blank"">IBM CEO says there is 'no way' spending trillions on AI data centers will pay off at today's infrastructure costs</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Business Insider</font>",neutral_corporate,neutral_corporate
2025-12-01T08:00:00+00:00,Google News,Why IBM’s CEO doesn’t think current AI tech can get to AGI - The Verge,"<a href=""https://news.google.com/rss/articles/CBMinwFBVV95cUxQMTB6cHQzSTU1cV9HV0hxZTFCOExxWDlxdGNvTFM0bTJPcnJfZHpqeERTSlJYZnlmYW9yRUxhYndIc3hMNTBKbWNnTVdQOEFjdm9jcnRPOU9MckxPOWxUanZxMWp5ZkIxSWVqcWp4YWFMSXFzQ055QnFwTUZjcVkzTXAxRTloZ2ZEZ0c1TXJLTFBzc3VTNWVVdkdQMVFWUGc?oc=5"" target=""_blank"">Why IBM’s CEO doesn’t think current AI tech can get to AGI</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Verge</font>",https://news.google.com/rss/articles/CBMinwFBVV95cUxQMTB6cHQzSTU1cV9HV0hxZTFCOExxWDlxdGNvTFM0bTJPcnJfZHpqeERTSlJYZnlmYW9yRUxhYndIc3hMNTBKbWNnTVdQOEFjdm9jcnRPOU9MckxPOWxUanZxMWp5ZkIxSWVqcWp4YWFMSXFzQ055QnFwTUZjcVkzTXAxRTloZ2ZEZ0c1TXJLTFBzc3VTNWVVdkdQMVFWUGc?oc=5,IBM,google_rss,,"Why IBM’s CEO doesn’t think current AI tech can get to AGI - The Verge <a href=""https://news.google.com/rss/articles/CBMinwFBVV95cUxQMTB6cHQzSTU1cV9HV0hxZTFCOExxWDlxdGNvTFM0bTJPcnJfZHpqeERTSlJYZnlmYW9yRUxhYndIc3hMNTBKbWNnTVdQOEFjdm9jcnRPOU9MckxPOWxUanZxMWp5ZkIxSWVqcWp4YWFMSXFzQ055QnFwTUZjcVkzTXAxRTloZ2ZEZ0c1TXJLTFBzc3VTNWVVdkdQMVFWUGc?oc=5"" target=""_blank"">Why IBM’s CEO doesn’t think current AI tech can get to AGI</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Verge</font>",macro_noise,macro_noise
