date,source,title,description,url,ticker,source_type,full_text,text,auto_label,label
2025-12-10T01:52:37+00:00,Google News,Does MercadoLibre Still Offer Upside After Fintech Expansion and Three Year 138.3% Surge? - simplywall.st,"<a href=""https://news.google.com/rss/articles/CBMiyAFBVV95cUxNcFc4dmZrQ1Z5bi10S3JrZUtoZENTbTVyWVZiRXV6TXhhb1Z1RUNJMzZPbzBEdllmME9pTnNtc1UwYTZVSGt3eFBEdFE1RDdWazZlRjNsdWo1R0FqWGRrMHh1aF9tRHdyTzd4c3dZTFNTQlJMY0VWbnRNWlpNUW1aU21JM1JNdlVFaUY0bkFDT0V2QTkyRHVPR2NNazZZa1VCWF85ejlMVlhUX0JlOHFsbTFXV0lUbTl0akFnQTBrRDNNSl8yMFZTQtIBzgFBVV95cUxPd2hUOUpfdFJ0M2Ewa01EYTZVTVdtTUl0TjlEdWRkWFFZQmI5MVp4LWN3WHNCamlQX1dZcnlXZEhheXluNzZmelpsVWdKQXBXRmMxbEM1T2I5NGZoeTNFQ2RycFVBb0VsZWs2QzVFWG1wV2NUU2JoQ2o3NG80ejl1TUFaZkh4YVhycFBXazNEYzh1YjI0aC1vTDN6Y19hQ09MT2EyaThELWVPZzJObHFJVmxEay1sSGYyMFZEaERQdVFwN0EycVcwZTZXeXFVQQ?oc=5"" target=""_blank"">Does MercadoLibre Still Offer Upside After Fintech Expansion and Three Year 138.3% Surge?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">simplywall.st</font>",https://news.google.com/rss/articles/CBMiyAFBVV95cUxNcFc4dmZrQ1Z5bi10S3JrZUtoZENTbTVyWVZiRXV6TXhhb1Z1RUNJMzZPbzBEdllmME9pTnNtc1UwYTZVSGt3eFBEdFE1RDdWazZlRjNsdWo1R0FqWGRrMHh1aF9tRHdyTzd4c3dZTFNTQlJMY0VWbnRNWlpNUW1aU21JM1JNdlVFaUY0bkFDT0V2QTkyRHVPR2NNazZZa1VCWF85ejlMVlhUX0JlOHFsbTFXV0lUbTl0akFnQTBrRDNNSl8yMFZTQtIBzgFBVV95cUxPd2hUOUpfdFJ0M2Ewa01EYTZVTVdtTUl0TjlEdWRkWFFZQmI5MVp4LWN3WHNCamlQX1dZcnlXZEhheXluNzZmelpsVWdKQXBXRmMxbEM1T2I5NGZoeTNFQ2RycFVBb0VsZWs2QzVFWG1wV2NUU2JoQ2o3NG80ejl1TUFaZkh4YVhycFBXazNEYzh1YjI0aC1vTDN6Y19hQ09MT2EyaThELWVPZzJObHFJVmxEay1sSGYyMFZEaERQdVFwN0EycVcwZTZXeXFVQQ?oc=5,MELI,google_rss,,"Does MercadoLibre Still Offer Upside After Fintech Expansion and Three Year 138.3% Surge? - simplywall.st <a href=""https://news.google.com/rss/articles/CBMiyAFBVV95cUxNcFc4dmZrQ1Z5bi10S3JrZUtoZENTbTVyWVZiRXV6TXhhb1Z1RUNJMzZPbzBEdllmME9pTnNtc1UwYTZVSGt3eFBEdFE1RDdWazZlRjNsdWo1R0FqWGRrMHh1aF9tRHdyTzd4c3dZTFNTQlJMY0VWbnRNWlpNUW1aU21JM1JNdlVFaUY0bkFDT0V2QTkyRHVPR2NNazZZa1VCWF85ejlMVlhUX0JlOHFsbTFXV0lUbTl0akFnQTBrRDNNSl8yMFZTQtIBzgFBVV95cUxPd2hUOUpfdFJ0M2Ewa01EYTZVTVdtTUl0TjlEdWRkWFFZQmI5MVp4LWN3WHNCamlQX1dZcnlXZEhheXluNzZmelpsVWdKQXBXRmMxbEM1T2I5NGZoeTNFQ2RycFVBb0VsZWs2QzVFWG1wV2NUU2JoQ2o3NG80ejl1TUFaZkh4YVhycFBXazNEYzh1YjI0aC1vTDN6Y19hQ09MT2EyaThELWVPZzJObHFJVmxEay1sSGYyMFZEaERQdVFwN0EycVcwZTZXeXFVQQ?oc=5"" target=""_blank"">Does MercadoLibre Still Offer Upside After Fintech Expansion and Three Year 138.3% Surge?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">simplywall.st</font>",optimistic,optimistic
2025-11-18T08:00:00+00:00,Google News,Analysts Lower Price Targets on MercadoLibre (MELI) but Stay Positive - Yahoo Finance,"<a href=""https://news.google.com/rss/articles/CBMikAFBVV95cUxPTlp4YjdWcXZLQjk5ZTFGTkRhei12N1dGeHJZQVJIMmpXb3dBcTBRb2o5RDg2em03Nnp1LUN2djZPVzlPTXVoUUp3Wmk2SDNOQS01NGRlX25Zbm1jUjhLRVMxeGk0ZERBTTBzanRsdklaQ2NsR0pPdjJWbkgyTlBMUE9ydzlmVXNhaGE3WUh1R2U?oc=5"" target=""_blank"">Analysts Lower Price Targets on MercadoLibre (MELI) but Stay Positive</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",https://news.google.com/rss/articles/CBMikAFBVV95cUxPTlp4YjdWcXZLQjk5ZTFGTkRhei12N1dGeHJZQVJIMmpXb3dBcTBRb2o5RDg2em03Nnp1LUN2djZPVzlPTXVoUUp3Wmk2SDNOQS01NGRlX25Zbm1jUjhLRVMxeGk0ZERBTTBzanRsdklaQ2NsR0pPdjJWbkgyTlBMUE9ydzlmVXNhaGE3WUh1R2U?oc=5,MELI,google_rss,,"Analysts Lower Price Targets on MercadoLibre (MELI) but Stay Positive - Yahoo Finance <a href=""https://news.google.com/rss/articles/CBMikAFBVV95cUxPTlp4YjdWcXZLQjk5ZTFGTkRhei12N1dGeHJZQVJIMmpXb3dBcTBRb2o5RDg2em03Nnp1LUN2djZPVzlPTXVoUUp3Wmk2SDNOQS01NGRlX25Zbm1jUjhLRVMxeGk0ZERBTTBzanRsdklaQ2NsR0pPdjJWbkgyTlBMUE9ydzlmVXNhaGE3WUh1R2U?oc=5"" target=""_blank"">Analysts Lower Price Targets on MercadoLibre (MELI) but Stay Positive</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",macro_noise,macro_noise
2025-12-10T13:00:00+00:00,Google News,Mercado Libre (NASDAQ: MELI) to test Agility's Digit humanoid robots at Texas site - Stock Titan,"<a href=""https://news.google.com/rss/articles/CBMivwFBVV95cUxOcm1YbXhhUU0xb1kwNjd2S2pvRDliZWx0bmFjaEJ5dEZGRnBGRUdrTmRfWks3UUJEbWoySGJTZ1BvTW02a2hiNVlKa1FpbEk3bHBsM2M2S3FWVnIwdF9LX0pYNTVLdmF1OEU1eE5SdkhVZGxzTkxMQVZjY0QyNG9VdXJFcTA2bkdpa0dpSVVFel9FX2M1UmNjcWI0R1NKd0ltclRabDhrM2tuRUJLZkp4emI0YlBwT21Cel9keFpISQ?oc=5"" target=""_blank"">Mercado Libre (NASDAQ: MELI) to test Agility's Digit humanoid robots at Texas site</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Stock Titan</font>",https://news.google.com/rss/articles/CBMivwFBVV95cUxOcm1YbXhhUU0xb1kwNjd2S2pvRDliZWx0bmFjaEJ5dEZGRnBGRUdrTmRfWks3UUJEbWoySGJTZ1BvTW02a2hiNVlKa1FpbEk3bHBsM2M2S3FWVnIwdF9LX0pYNTVLdmF1OEU1eE5SdkhVZGxzTkxMQVZjY0QyNG9VdXJFcTA2bkdpa0dpSVVFel9FX2M1UmNjcWI0R1NKd0ltclRabDhrM2tuRUJLZkp4emI0YlBwT21Cel9keFpISQ?oc=5,MELI,google_rss,,"Mercado Libre (NASDAQ: MELI) to test Agility's Digit humanoid robots at Texas site - Stock Titan <a href=""https://news.google.com/rss/articles/CBMivwFBVV95cUxOcm1YbXhhUU0xb1kwNjd2S2pvRDliZWx0bmFjaEJ5dEZGRnBGRUdrTmRfWks3UUJEbWoySGJTZ1BvTW02a2hiNVlKa1FpbEk3bHBsM2M2S3FWVnIwdF9LX0pYNTVLdmF1OEU1eE5SdkhVZGxzTkxMQVZjY0QyNG9VdXJFcTA2bkdpa0dpSVVFel9FX2M1UmNjcWI0R1NKd0ltclRabDhrM2tuRUJLZkp4emI0YlBwT21Cel9keFpISQ?oc=5"" target=""_blank"">Mercado Libre (NASDAQ: MELI) to test Agility's Digit humanoid robots at Texas site</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Stock Titan</font>",macro_noise,macro_noise
2025-12-10T15:45:00+00:00,Google News,"Nasdaq 100 Movers: MELI, AXON - Nasdaq","<a href=""https://news.google.com/rss/articles/CBMia0FVX3lxTE9ZTTVxckZscUFDSm1veHRtd3ZrNnZPT0pzVG9GeTlNQnBESms0aGRpRmdDdG5XWG9hWWxFMjVPck9CajhramdZM2NHTFhiUDNLVnZvN0RBV0VZR3FmTmhSZHI0Z0dxdVV6NlA0?oc=5"" target=""_blank"">Nasdaq 100 Movers: MELI, AXON</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Nasdaq</font>",https://news.google.com/rss/articles/CBMia0FVX3lxTE9ZTTVxckZscUFDSm1veHRtd3ZrNnZPT0pzVG9GeTlNQnBESms0aGRpRmdDdG5XWG9hWWxFMjVPck9CajhramdZM2NHTFhiUDNLVnZvN0RBV0VZR3FmTmhSZHI0Z0dxdVV6NlA0?oc=5,MELI,google_rss,,"Nasdaq 100 Movers: MELI, AXON - Nasdaq <a href=""https://news.google.com/rss/articles/CBMia0FVX3lxTE9ZTTVxckZscUFDSm1veHRtd3ZrNnZPT0pzVG9GeTlNQnBESms0aGRpRmdDdG5XWG9hWWxFMjVPck9CajhramdZM2NHTFhiUDNLVnZvN0RBV0VZR3FmTmhSZHI0Z0dxdVV6NlA0?oc=5"" target=""_blank"">Nasdaq 100 Movers: MELI, AXON</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Nasdaq</font>",macro_noise,macro_noise
2025-12-10T02:59:30+00:00,Google News,Is it worth investing in MercadoLibre (MELI) based on Wall Street's bullish views? - MSN,"<a href=""https://news.google.com/rss/articles/CBMizAFBVV95cUxPdWRKcXc2NmxoWGRUUkYzNFctVWQ1TXdBc245ZlhOR3lKdm56ZTl5R1huR01qckdXR3VvNE1mdGpSZ1RyQ3VBS0xiWFhzMDJCV2tjN21oYy1jT2Fka3dzc3AxV3F0YThpMDFRMllYNE90NFJHRFo1aHZPVW5Oc2NLQkVaUkxVWV9idnBzdEVhbTZ4SnpmaEhRb2tjQTZJQXc4emR3VHF5S2FEYlZKaUc5NVpYc3lTaFF3SFpjV1MwZ3RGcGJheWlnRzRHNzQ?oc=5"" target=""_blank"">Is it worth investing in MercadoLibre (MELI) based on Wall Street's bullish views?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MSN</font>",https://news.google.com/rss/articles/CBMizAFBVV95cUxPdWRKcXc2NmxoWGRUUkYzNFctVWQ1TXdBc245ZlhOR3lKdm56ZTl5R1huR01qckdXR3VvNE1mdGpSZ1RyQ3VBS0xiWFhzMDJCV2tjN21oYy1jT2Fka3dzc3AxV3F0YThpMDFRMllYNE90NFJHRFo1aHZPVW5Oc2NLQkVaUkxVWV9idnBzdEVhbTZ4SnpmaEhRb2tjQTZJQXc4emR3VHF5S2FEYlZKaUc5NVpYc3lTaFF3SFpjV1MwZ3RGcGJheWlnRzRHNzQ?oc=5,MELI,google_rss,,"Is it worth investing in MercadoLibre (MELI) based on Wall Street's bullish views? - MSN <a href=""https://news.google.com/rss/articles/CBMizAFBVV95cUxPdWRKcXc2NmxoWGRUUkYzNFctVWQ1TXdBc245ZlhOR3lKdm56ZTl5R1huR01qckdXR3VvNE1mdGpSZ1RyQ3VBS0xiWFhzMDJCV2tjN21oYy1jT2Fka3dzc3AxV3F0YThpMDFRMllYNE90NFJHRFo1aHZPVW5Oc2NLQkVaUkxVWV9idnBzdEVhbTZ4SnpmaEhRb2tjQTZJQXc4emR3VHF5S2FEYlZKaUc5NVpYc3lTaFF3SFpjV1MwZ3RGcGJheWlnRzRHNzQ?oc=5"" target=""_blank"">Is it worth investing in MercadoLibre (MELI) based on Wall Street's bullish views?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MSN</font>",optimistic,optimistic
2025-12-10T20:43:24+00:00,Google News,Mercado Libre (MELI) Stock: Declines 3% Amid Robotics Partnership Announcement - parameter.io,"<a href=""https://news.google.com/rss/articles/CBMinAFBVV95cUxQZk9aRkdyMWEtblowN1diUHRCNmhMOHZfRGMySHdhZHJPSmgxVmN6UkE1cTBpYnlRNld0Qm9QX1Y0a2JOSUk0c0FyX2c5Mkc1Vy01QTkxNk10VFhsRWJzYlR0SDNZTWJYdFNHYzVfZUxNU0MybWl0SFZhTlk1Zjc2Zy1ENXVyVHNuWkpGQ2hRQnpaNWsyU3RJWGpmVWQ?oc=5"" target=""_blank"">Mercado Libre (MELI) Stock: Declines 3% Amid Robotics Partnership Announcement</a>&nbsp;&nbsp;<font color=""#6f6f6f"">parameter.io</font>",https://news.google.com/rss/articles/CBMinAFBVV95cUxQZk9aRkdyMWEtblowN1diUHRCNmhMOHZfRGMySHdhZHJPSmgxVmN6UkE1cTBpYnlRNld0Qm9QX1Y0a2JOSUk0c0FyX2c5Mkc1Vy01QTkxNk10VFhsRWJzYlR0SDNZTWJYdFNHYzVfZUxNU0MybWl0SFZhTlk1Zjc2Zy1ENXVyVHNuWkpGQ2hRQnpaNWsyU3RJWGpmVWQ?oc=5,MELI,google_rss,,"Mercado Libre (MELI) Stock: Declines 3% Amid Robotics Partnership Announcement - parameter.io <a href=""https://news.google.com/rss/articles/CBMinAFBVV95cUxQZk9aRkdyMWEtblowN1diUHRCNmhMOHZfRGMySHdhZHJPSmgxVmN6UkE1cTBpYnlRNld0Qm9QX1Y0a2JOSUk0c0FyX2c5Mkc1Vy01QTkxNk10VFhsRWJzYlR0SDNZTWJYdFNHYzVfZUxNU0MybWl0SFZhTlk1Zjc2Zy1ENXVyVHNuWkpGQ2hRQnpaNWsyU3RJWGpmVWQ?oc=5"" target=""_blank"">Mercado Libre (MELI) Stock: Declines 3% Amid Robotics Partnership Announcement</a>&nbsp;&nbsp;<font color=""#6f6f6f"">parameter.io</font>",macro_noise,macro_noise
2025-12-10T16:47:00+00:00,Google News,Does MercadoLibre's Expanding Credit Book Signal Mounting Risk Ahead? - TradingView,"<a href=""https://news.google.com/rss/articles/CBMiwgFBVV95cUxNUHVzSk5PRWJVMXF0WjloTXlkaHdHRkpaM0I3Ym9qZlVBZ3NIMXNEaFRrQTUtTlFFZkZqcmYyaG01UWpjZ3ZPZnVWS2NBbDd1cjBiNnd0T2JMTC1yNnFDS1p3bnYycmVMWUJNVTZlM0FoWWt0REtLVHV5Wm1kX0QzOUJkdE5CbzFOTWdydzNkSXdKcE8yVDBReEk1UTJJVXJZSy03UnVjYjYtR2FSVnp5LU9IRmowbFhNNEt5SGZaSmtldw?oc=5"" target=""_blank"">Does MercadoLibre's Expanding Credit Book Signal Mounting Risk Ahead?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TradingView</font>",https://news.google.com/rss/articles/CBMiwgFBVV95cUxNUHVzSk5PRWJVMXF0WjloTXlkaHdHRkpaM0I3Ym9qZlVBZ3NIMXNEaFRrQTUtTlFFZkZqcmYyaG01UWpjZ3ZPZnVWS2NBbDd1cjBiNnd0T2JMTC1yNnFDS1p3bnYycmVMWUJNVTZlM0FoWWt0REtLVHV5Wm1kX0QzOUJkdE5CbzFOTWdydzNkSXdKcE8yVDBReEk1UTJJVXJZSy03UnVjYjYtR2FSVnp5LU9IRmowbFhNNEt5SGZaSmtldw?oc=5,MELI,google_rss,,"Does MercadoLibre's Expanding Credit Book Signal Mounting Risk Ahead? - TradingView <a href=""https://news.google.com/rss/articles/CBMiwgFBVV95cUxNUHVzSk5PRWJVMXF0WjloTXlkaHdHRkpaM0I3Ym9qZlVBZ3NIMXNEaFRrQTUtTlFFZkZqcmYyaG01UWpjZ3ZPZnVWS2NBbDd1cjBiNnd0T2JMTC1yNnFDS1p3bnYycmVMWUJNVTZlM0FoWWt0REtLVHV5Wm1kX0QzOUJkdE5CbzFOTWdydzNkSXdKcE8yVDBReEk1UTJJVXJZSy03UnVjYjYtR2FSVnp5LU9IRmowbFhNNEt5SGZaSmtldw?oc=5"" target=""_blank"">Does MercadoLibre's Expanding Credit Book Signal Mounting Risk Ahead?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TradingView</font>",macro_noise,macro_noise
2025-12-08T14:23:10+00:00,Google News,MELI Dips 16% in 6 Months: Should Investors Hold or Fold the Stock? - Zacks Investment Research,"<a href=""https://news.google.com/rss/articles/CBMiqAFBVV95cUxOcE9lSWtLS3k1RUhuY1hSR2JpS2I0ZHhYY2VtamxyMUp2cmpDWlltM1cyU3I4YW9HVHFoYTNUR0Fad3NWQ1JaX096OTAyT1FLNWRqNnRjMlZRaHppZG5HV1pCZzNBNml1YlZHbGhUakd4RHN5Y1p5V0loa1pGeXMxZzFmWGc2VVBWUE9IeURvbDdYYk1jVklVZ09pdTdFX1Q4N2s0UElfT0U?oc=5"" target=""_blank"">MELI Dips 16% in 6 Months: Should Investors Hold or Fold the Stock?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Zacks Investment Research</font>",https://news.google.com/rss/articles/CBMiqAFBVV95cUxOcE9lSWtLS3k1RUhuY1hSR2JpS2I0ZHhYY2VtamxyMUp2cmpDWlltM1cyU3I4YW9HVHFoYTNUR0Fad3NWQ1JaX096OTAyT1FLNWRqNnRjMlZRaHppZG5HV1pCZzNBNml1YlZHbGhUakd4RHN5Y1p5V0loa1pGeXMxZzFmWGc2VVBWUE9IeURvbDdYYk1jVklVZ09pdTdFX1Q4N2s0UElfT0U?oc=5,MELI,google_rss,,"MELI Dips 16% in 6 Months: Should Investors Hold or Fold the Stock? - Zacks Investment Research <a href=""https://news.google.com/rss/articles/CBMiqAFBVV95cUxOcE9lSWtLS3k1RUhuY1hSR2JpS2I0ZHhYY2VtamxyMUp2cmpDWlltM1cyU3I4YW9HVHFoYTNUR0Fad3NWQ1JaX096OTAyT1FLNWRqNnRjMlZRaHppZG5HV1pCZzNBNml1YlZHbGhUakd4RHN5Y1p5V0loa1pGeXMxZzFmWGc2VVBWUE9IeURvbDdYYk1jVklVZ09pdTdFX1Q4N2s0UElfT0U?oc=5"" target=""_blank"">MELI Dips 16% in 6 Months: Should Investors Hold or Fold the Stock?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Zacks Investment Research</font>",macro_noise,macro_noise
2025-11-19T08:00:00+00:00,Google News,"Mercado Libre (MELI) Stock: Buy, Hold, Or Sell? | 2-Minute Analysis - Seeking Alpha","<a href=""https://news.google.com/rss/articles/CBMiogFBVV95cUxOZU5peHdTRHlUUzdzSHBHM1dXWHlKVko5ank5ZnVyUEE4ckxmQ3JMc2lGVDVTQVlYclBJbEJqb3B5YUtYYzJGWkljMm5sUDRHN2xsVy1WcC1tOExjcF96LUI5MEZVQkQ0cVZQT3JRTV9PMHZnTDY5MWFwV21wenlsTTN0NkFGZzJoVWhnRFFQVVo5ZEdpUHZsMFgyVHh1SGJNZVE?oc=5"" target=""_blank"">Mercado Libre (MELI) Stock: Buy, Hold, Or Sell? | 2-Minute Analysis</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Seeking Alpha</font>",https://news.google.com/rss/articles/CBMiogFBVV95cUxOZU5peHdTRHlUUzdzSHBHM1dXWHlKVko5ank5ZnVyUEE4ckxmQ3JMc2lGVDVTQVlYclBJbEJqb3B5YUtYYzJGWkljMm5sUDRHN2xsVy1WcC1tOExjcF96LUI5MEZVQkQ0cVZQT3JRTV9PMHZnTDY5MWFwV21wenlsTTN0NkFGZzJoVWhnRFFQVVo5ZEdpUHZsMFgyVHh1SGJNZVE?oc=5,MELI,google_rss,,"Mercado Libre (MELI) Stock: Buy, Hold, Or Sell? | 2-Minute Analysis - Seeking Alpha <a href=""https://news.google.com/rss/articles/CBMiogFBVV95cUxOZU5peHdTRHlUUzdzSHBHM1dXWHlKVko5ank5ZnVyUEE4ckxmQ3JMc2lGVDVTQVlYclBJbEJqb3B5YUtYYzJGWkljMm5sUDRHN2xsVy1WcC1tOExjcF96LUI5MEZVQkQ0cVZQT3JRTV9PMHZnTDY5MWFwV21wenlsTTN0NkFGZzJoVWhnRFFQVVo5ZEdpUHZsMFgyVHh1SGJNZVE?oc=5"" target=""_blank"">Mercado Libre (MELI) Stock: Buy, Hold, Or Sell? | 2-Minute Analysis</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Seeking Alpha</font>",macro_noise,macro_noise
2025-11-26T08:00:00+00:00,Google News,Has MELI Stock Been Good for Investors? - The Motley Fool,"<a href=""https://news.google.com/rss/articles/CBMiiAFBVV95cUxOeUlHN0kxNXZBMk9oNWRzSnNPZHdoOTRYajRkTzRlcEdjeGV6cnpVcDE4M0dNczFBM04yUjJFNXR5clFlTEZELVh0cWZ6T3MzaFR4b3pGTzR0c284QXQ1M3pCVXhlWGpvQno5S1U4NWhfV3lXN0J3T2VLTF9KdVNEclkxODBDV0Vr?oc=5"" target=""_blank"">Has MELI Stock Been Good for Investors?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Motley Fool</font>",https://news.google.com/rss/articles/CBMiiAFBVV95cUxOeUlHN0kxNXZBMk9oNWRzSnNPZHdoOTRYajRkTzRlcEdjeGV6cnpVcDE4M0dNczFBM04yUjJFNXR5clFlTEZELVh0cWZ6T3MzaFR4b3pGTzR0c284QXQ1M3pCVXhlWGpvQno5S1U4NWhfV3lXN0J3T2VLTF9KdVNEclkxODBDV0Vr?oc=5,MELI,google_rss,,"Has MELI Stock Been Good for Investors? - The Motley Fool <a href=""https://news.google.com/rss/articles/CBMiiAFBVV95cUxOeUlHN0kxNXZBMk9oNWRzSnNPZHdoOTRYajRkTzRlcEdjeGV6cnpVcDE4M0dNczFBM04yUjJFNXR5clFlTEZELVh0cWZ6T3MzaFR4b3pGTzR0c284QXQ1M3pCVXhlWGpvQno5S1U4NWhfV3lXN0J3T2VLTF9KdVNEclkxODBDV0Vr?oc=5"" target=""_blank"">Has MELI Stock Been Good for Investors?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Motley Fool</font>",macro_noise,macro_noise
